ProductName,ProductNumber,Domain,LanguageCode,URL(oldwebsite),URL(currentwebsite)
Ciambra,EMEA/H/C/003788,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/003788/WC500205895.pdf,https://www.ema.europa.eu/en/documents/product-information/ciambra-epar-product-information_en.pdf
Cibinqo,EMEA/H/C/005452,human,en,,https://www.ema.europa.eu/documents/product-information/cibinqo-epar-product-information_en.pdf
Cimalgex,EMEA/V/C/000162,veterinary,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/veterinary/000162/WC500109400.pdf,https://www.ema.europa.eu/en/documents/product-information/cimalgex-epar-product-information_en.pdf
Cimzia,EMEA/H/C/001037,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/001037/WC500069763.pdf,https://www.ema.europa.eu/en/documents/product-information/cimzia-epar-product-information_en.pdf
Cinacalcet Accordpharma,EMEA/H/C/005236,human,en,,https://www.ema.europa.eu/en/documents/product-information/cinacalcet-accordpharma-epar-product-information_en.pdf
Cinacalcet Mylan,EMEA/H/C/004014,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/004014/WC500197217.pdf,https://www.ema.europa.eu/en/documents/product-information/cinacalcet-mylan-epar-product-information_en.pdf
Cinqaero,EMEA/H/C/003912,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/003912/WC500212250.pdf,https://www.ema.europa.eu/en/documents/product-information/cinqaero-epar-product-information_en.pdf
Cinryze,EMEA/H/C/001207,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/001207/WC500108895.pdf,https://www.ema.europa.eu/en/documents/product-information/cinryze-epar-product-information_en.pdf
Circadin,EMEA/H/C/000695,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000695/WC500026811.pdf,https://www.ema.europa.eu/en/documents/product-information/circadin-epar-product-information_en.pdf
CircoMax Myco,EMEA/V/C/005184,veterinary,en,,https://www.ema.europa.eu/en/documents/product-information/circomax-myco-epar-product-information_en.pdf
Circovac,EMEA/V/C/000114,veterinary,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/veterinary/000114/WC500061517.pdf,https://www.ema.europa.eu/en/documents/product-information/circovac-epar-product-information_en.pdf
Clevor,EMEA/V/C/004417,veterinary,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/veterinary/004417/WC500248994.pdf,https://www.ema.europa.eu/en/documents/product-information/clevor-epar-product-information_en.pdf
Clomicalm,EMEA/V/C/000039,veterinary,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/veterinary/000039/WC500061726.pdf,https://www.ema.europa.eu/en/documents/product-information/clomicalm-epar-product-information_en.pdf
Clopidogrel / Acetylsalicylic acid Mylan,EMEA/H/C/004996,human,en,,https://www.ema.europa.eu/en/documents/product-information/clopidogrel/acetylsalicylic-acid-mylan-epar-product-information_en.pdf
Clopidogrel 1APharma,EMEA/H/C/001054,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/001054/WC500077956.pdf,https://www.ema.europa.eu/en/documents/product-information/clopidogrel-1a-pharma-epar-product-information_en.pdf
Clopidogrel Acino,EMEA/H/C/001166,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/001166/WC500026968.pdf,https://www.ema.europa.eu/en/documents/product-information/clopidogrel-acino-epar-product-information_en.pdf
Clopidogrel Acino Pharma,EMEA/H/C/001172,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/001172/WC500027249.pdf,https://www.ema.europa.eu/en/documents/product-information/clopidogrel-acino-pharma-epar-product-information_en.pdf
Clopidogrel Acino Pharma GmbH,EMEA/H/C/001175,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/001175/WC500027725.pdf,https://www.ema.europa.eu/en/documents/product-information/clopidogrel-acino-pharma-gmbh-epar-product-information_en.pdf
Clopidogrel BMS,EMEA/H/C/000974,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000974/WC500028055.pdf,https://www.ema.europa.eu/en/documents/product-information/clopidogrel-bms-epar-product-information_en.pdf
Clopidogrel DURA,EMEA/H/C/001132,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/001132/WC500028360.pdf,https://www.ema.europa.eu/en/documents/product-information/clopidogrel-dura-epar-product-information_en.pdf
Clopidogrel HCS,EMEA/H/C/002255,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002255/WC500098847.pdf,https://www.ema.europa.eu/en/documents/product-information/clopidogrel-hcs-epar-product-information_en.pdf
Clopidogrel Hexal,EMEA/H/C/001139,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/001139/WC500028929.pdf,https://www.ema.europa.eu/en/documents/product-information/clopidogrel-hexal-epar-product-information_en.pdf
Clopidogrel Krka,EMEA/H/C/001056,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/001056/WC500029255.pdf,https://www.ema.europa.eu/en/documents/product-information/clopidogrel-krka-epar-product-information_en.pdf
Clopidogrel Krkad.d. (previously Zopya),EMEA/H/C/001137,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/001137/WC500052967.pdf,https://www.ema.europa.eu/en/documents/product-information/clopidogrel-krka-dd-epar-product-information_en.pdf
Clopidogrel Qualimed,EMEA/H/C/001135,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/001135/WC500029936.pdf,https://www.ema.europa.eu/en/documents/product-information/clopidogrel-qualimed-epar-product-information_en.pdf
Clopidogrel ratiopharm,EMEA/H/C/004006,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/004006/WC500184133.pdf,https://www.ema.europa.eu/en/documents/product-information/clopidogrel-ratiopharm-epar-product-information_en-0.pdf
Clopidogrel ratiopharm GmbH,EMEA/H/C/001165,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/001165/WC500078570.pdf,https://www.ema.europa.eu/en/documents/product-information/clopidogrel-ratiopharm-gmbh-epar-product-information_en.pdf
Clopidogrel Sandoz,EMEA/H/C/001174,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/001174/WC500030568.pdf,https://www.ema.europa.eu/en/documents/product-information/clopidogrel-sandoz-epar-product-information_en.pdf
Clopidogrel TAD,EMEA/H/C/001136,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/001136/WC500030875.pdf,https://www.ema.europa.eu/en/documents/product-information/clopidogrel-tad-epar-product-information_en.pdf
Clopidogrel Taw Pharma (previously Clopidogrel Mylan),EMEA/H/C/001134,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/001134/WC500029504.pdf,https://www.ema.europa.eu/en/documents/product-information/clopidogrel-taw-pharma-previously-clopidogrel-mylan-epar-product-information_en.pdf
Clopidogrel Teva (hydrogensulphate),EMEA/H/C/001053,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/001053/WC500031165.pdf,https://www.ema.europa.eu/en/documents/product-information/clopidogrel-teva-hydrogen-sulphate-epar-product-information_en.pdf
Clopidogrel Teva Generics B.V.,EMEA/H/C/002254,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002254/WC500098932.pdf,https://www.ema.europa.eu/en/documents/product-information/clopidogrel-teva-generics-bv-epar-product-information_en.pdf
Clopidogrel Teva Pharma (previously Clopidogrel HCS),EMEA/H/C/001133,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/001133/WC500028658.pdf,https://www.ema.europa.eu/en/documents/product-information/clopidogrel-teva-pharma-epar-product-information_en.pdf
Clopidogrel Teva Pharma B.V.,EMEA/H/C/001226,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/001226/WC500108102.pdf,https://www.ema.europa.eu/en/documents/product-information/clopidogrel-teva-pharma-bv-epar-product-information_en.pdf
Clopidogrel Viatris (previously Clopidogrel Taw Pharma),EMEA/H/C/001189,human,en,,https://www.ema.europa.eu/en/documents/product-information/clopidogrel-viatris-epar-product-information_en.pdf
Clopidogrel Zentiva (previously Clopidogrel Winthrop),EMEA/H/C/000975,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000975/WC500055636.pdf,https://www.ema.europa.eu/en/documents/product-information/clopidogrel-zentiva-epar-product-information_en.pdf
Clopidogrel/Acetyl salicylic acid Zentiva (previously DuoCover),EMEA/H/C/001144,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/001144/WC500087030.pdf,https://www.ema.europa.eu/en/documents/product-information/clopidogrel/acetylsalicylic-acid-zentiva-previously-duocover-epar-product-information_en.pdf
ClopidogrelBGR(previouslyZylagren),EMEA/H/C/001138,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/001138/WC500053776.pdf,https://www.ema.europa.eu/en/documents/product-information/clopidogrel-bgr-previously-zylagren-epar-product-information_en.pdf
Clynav,EMEA/V/C/002390,veterinary,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/veterinary/002390/WC500231721.pdf,https://www.ema.europa.eu/en/documents/product-information/clynav-epar-product-information_en.pdf
Coagadex,EMEA/H/C/003855,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/003855/WC500204189.pdf,https://www.ema.europa.eu/en/documents/product-information/coagadex-epar-product-information_en.pdf
CoAprovel,EMEA/H/C/000222,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000222/WC500032038.pdf,https://www.ema.europa.eu/en/documents/product-information/coaprovel-epar-product-information_en.pdf
Coliprotec F4,EMEA/V/C/003797,veterinary,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/veterinary/003797/WC500184533.pdf,https://www.ema.europa.eu/en/documents/product-information/coliprotec-f4-epar-product-information_en.pdf
Coliprotec F4/F18,EMEA/V/C/004225,veterinary,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/veterinary/004225/WC500220970.pdf,https://www.ema.europa.eu/en/documents/product-information/coliprotec-f4/f18-epar-product-information_en.pdf
Colobreathe,EMEA/H/C/001225,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/001225/WC500123690.pdf,https://www.ema.europa.eu/en/documents/product-information/colobreathe-epar-product-information_en.pdf
Combivir,EMEA/H/C/000190,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000190/WC500032326.pdf,https://www.ema.europa.eu/en/documents/product-information/combivir-epar-product-information_en.pdf
Cometriq,EMEA/H/C/002640,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002640/WC500163703.pdf,https://www.ema.europa.eu/en/documents/product-information/cometriq-epar-product-information_en.pdf
Comfortis,EMEA/V/C/002233,veterinary,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/veterinary/002233/WC500110655.pdf,https://www.ema.europa.eu/en/documents/product-information/comfortis-epar-product-information_en.pdf
Comirnaty,EMEA/H/C/005735,human,en,,https://www.ema.europa.eu/en/documents/product-information/comirnaty-epar-product-information_en.pdf
Competact,EMEA/H/C/000655,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000655/WC500032620.pdf,https://www.ema.europa.eu/en/documents/product-information/competact-epar-product-information_en.pdf
Comtan,EMEA/H/C/000171,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000171/WC500033079.pdf,https://www.ema.europa.eu/en/documents/product-information/comtan-epar-product-information_en.pdf
Comtess,EMEA/H/C/000170,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000170/WC500033374.pdf,https://www.ema.europa.eu/en/documents/product-information/comtess-epar-product-information_en.pdf
Conbriza,EMEA/H/C/000913,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000913/WC500033577.pdf,https://www.ema.europa.eu/en/documents/product-information/conbriza-epar-product-information_en.pdf
Constella,EMEA/H/C/002490,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002490/WC500135622.pdf,https://www.ema.europa.eu/en/documents/product-information/constella-epar-product-information_en.pdf
Contacera,EMEA/V/C/002612,veterinary,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/veterinary/002612/WC500136465.pdf,https://www.ema.europa.eu/en/documents/product-information/contacera-epar-product-information_en.pdf
Controloc Control,EMEA/H/C/001097,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/001097/WC500034150.pdf,https://www.ema.europa.eu/en/documents/product-information/controloc-control-epar-product-information_en.pdf
Convenia,EMEA/V/C/000098,veterinary,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/veterinary/000098/WC500062067.pdf,https://www.ema.europa.eu/en/documents/product-information/convenia-epar-product-information_en.pdf
Copalia,EMEA/H/C/000774,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000774/WC500034841.pdf,https://www.ema.europa.eu/en/documents/product-information/copalia-epar-product-information_en.pdf
Copalia HCT,EMEA/H/C/001159,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/001159/WC500035073.pdf,https://www.ema.europa.eu/en/documents/product-information/copalia-hct-epar-product-information_en.pdf
Copiktra,EMEA/H/C/005381,human,en,,https://www.ema.europa.eu/documents/product-information/copiktra-epar-product-information_en.pdf
Corbilta (previously Levodopa/Carbidopa/EntacaponeSandoz),EMEA/H/C/002785,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002785/WC500156528.pdf,https://www.ema.europa.eu/en/documents/product-information/corbilta-previously-levodopa/carbidopa/entacapone-sandoz-epar-product-information_en.pdf
Corlentor,EMEA/H/C/000598,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000598/WC500035341.pdf,https://www.ema.europa.eu/en/documents/product-information/corlentor-epar-product-information_en.pdf
Cortavance,EMEA/V/C/000110,veterinary,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/veterinary/000110/WC500062294.pdf,https://www.ema.europa.eu/en/documents/product-information/cortavance-epar-product-information_en.pdf
Cosentyx,EMEA/H/C/003729,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/003729/WC500183129.pdf,https://www.ema.europa.eu/en/documents/product-information/cosentyx-epar-product-information_en.pdf
Cotellic,EMEA/H/C/003960,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/003960/WC500198563.pdf,https://www.ema.europa.eu/en/documents/product-information/cotellic-epar-product-information_en.pdf
Coxevac,EMEA/V/C/000155,veterinary,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/veterinary/000155/WC500097773.pdf,https://www.ema.europa.eu/en/documents/product-information/coxevac-epar-product-information_en.pdf
Credelio,EMEA/V/C/004247,veterinary,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/veterinary/004247/WC500227518.pdf,https://www.ema.europa.eu/en/documents/product-information/credelio-epar-product-information_en.pdf
Credelio Plus,EMEA/V/C/005325,veterinary,en,,https://www.ema.europa.eu/en/documents/product-information/credelio-plus-epar-product-information_en.pdf
Cresemba,EMEA/H/C/002734,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002734/WC500196128.pdf,https://www.ema.europa.eu/en/documents/product-information/cresemba-epar-product-information_en.pdf
Crixivan,EMEA/H/C/000128,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000128/WC500035730.pdf,https://www.ema.europa.eu/en/documents/product-information/crixivan-epar-product-information_en.pdf
Crysvita,EMEA/H/C/004275,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/004275/WC500245537.pdf,https://www.ema.europa.eu/en/documents/product-information/crysvita-epar-product-information_en.pdf
Cubicin,EMEA/H/C/000637,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000637/WC500036049.pdf,https://www.ema.europa.eu/en/documents/product-information/cubicin-epar-product-information_en.pdf
Cufence,EMEA/H/C/004111,human,en,,https://www.ema.europa.eu/en/documents/product-information/cufence-epar-product-information_en.pdf
Cuprior,EMEA/H/C/004005,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/004005/WC500235937.pdf,https://www.ema.europa.eu/en/documents/product-information/cuprior-epar-product-information_en.pdf
Cuprymina,EMEA/H/C/002136,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002136/WC500131689.pdf,https://www.ema.europa.eu/en/documents/product-information/cuprymina-epar-product-information_en.pdf
Cyanokit,EMEA/H/C/000806,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000806/WC500036429.pdf,https://www.ema.europa.eu/en/documents/product-information/cyanokit-epar-product-information_en.pdf
Cyltezo,EMEA/H/C/004319,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/004319/WC500238607.pdf,https://www.ema.europa.eu/en/documents/product-information/cyltezo-epar-product-information_en.pdf
Cymbalta,EMEA/H/C/000572,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000572/WC500036781.pdf,https://www.ema.europa.eu/en/documents/product-information/cymbalta-epar-product-information_en.pdf
Cyramza,EMEA/H/C/002829,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002829/WC500180724.pdf,https://www.ema.europa.eu/en/documents/product-information/cyramza-epar-product-information_en.pdf
Cystadane,EMEA/H/C/000678,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000678/WC500037404.pdf,https://www.ema.europa.eu/en/documents/product-information/cystadane-epar-product-information_en.pdf
Cystadrops,EMEA/H/C/003769,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/003769/WC500221981.pdf,https://www.ema.europa.eu/en/documents/product-information/cystadrops-epar-product-information_en.pdf
Cystagon,EMEA/H/C/000125,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000125/WC500037764.pdf,https://www.ema.europa.eu/en/documents/product-information/cystagon-epar-product-information_en.pdf
Cytopoint,EMEA/V/C/003939,veterinary,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/veterinary/003939/WC500226924.pdf,https://www.ema.europa.eu/en/documents/product-information/cytopoint-epar-product-information_en.pdf
Dacogen,EMEA/H/C/002221,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002221/WC500133569.pdf,https://www.ema.europa.eu/en/documents/product-information/dacogen-epar-product-information_en.pdf
Dafiro,EMEA/H/C/000776,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000776/WC500034361.pdf,https://www.ema.europa.eu/en/documents/product-information/dafiro-epar-product-information_en.pdf
Dafiro HCT,EMEA/H/C/001160,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/001160/WC500034918.pdf,https://www.ema.europa.eu/en/documents/product-information/dafiro-hct-epar-product-information_en.pdf
Daklinza,EMEA/H/C/003768,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/003768/WC500172848.pdf,https://www.ema.europa.eu/en/documents/product-information/daklinza-epar-product-information_en.pdf
Daliresp,EMEA/H/C/002398,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002398/WC500103078.pdf,https://www.ema.europa.eu/en/documents/product-information/daliresp-epar-product-information_en.pdf
Dany's Bienen Wohl,EMEA/V/C/004667,veterinary,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/veterinary/004667/WC500252089.pdf,https://www.ema.europa.eu/en/documents/product-information/danys-bienenwohl-epar-product-information_en.pdf
Daptomycin Hospira,EMEA/H/C/004310,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/004310/WC500226289.pdf,https://www.ema.europa.eu/en/documents/product-information/daptomycin-hospira-epar-product-information_en.pdf
Daronrix,EMEA/H/C/000706,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000706/WC500035180.pdf,https://www.ema.europa.eu/en/documents/product-information/daronrix-epar-product-information_en.pdf
Darunavir Krka,EMEA/H/C/004273,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/004273/WC500243205.pdf,https://www.ema.europa.eu/en/documents/product-information/darunavir-krka-epar-product-information_en.pdf
Darunavir Krkad.d.,EMEA/H/C/004891,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/004891/WC500242262.pdf,https://www.ema.europa.eu/en/documents/product-information/darunavir-krka-dd-epar-product-information_en.pdf
Darunavir Mylan,EMEA/H/C/004068,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/004068/WC500220723.pdf,https://www.ema.europa.eu/en/documents/product-information/darunavir-mylan-epar-product-information_en.pdf
Darzalex,EMEA/H/C/004077,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/004077/WC500207296.pdf,https://www.ema.europa.eu/en/documents/product-information/darzalex-epar-product-information_en.pdf
Dasatinib Accord,EMEA/H/C/005446,human,en,,https://www.ema.europa.eu/en/documents/product-information/dasatinib-accord-epar-product-information_en.pdf
Dasatinib Accordpharma,EMEA/H/C/005317,human,en,,https://www.ema.europa.eu/en/documents/product-information/dasatinib-accordpharma-epar-product-information_en.pdf
Dasselta,EMEA/H/C/002310,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002310/WC500119108.pdf,https://www.ema.europa.eu/en/documents/product-information/dasselta-epar-product-information_en.pdf
DaTSCAN,EMEA/H/C/000266,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000266/WC500035355.pdf,https://www.ema.europa.eu/en/documents/product-information/datscan-epar-product-information_en.pdf
Daurismo,EMEA/H/C/004878,human,en,,https://www.ema.europa.eu/en/documents/product-information/daurismo-epar-product-information_en.pdf
Daxas,EMEA/H/C/001179,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/001179/WC500095209.pdf,https://www.ema.europa.eu/en/documents/product-information/daxas-epar-product-information_en.pdf
Daxocox,EMEA/V/C/005354,veterinary,en,,https://www.ema.europa.eu/en/documents/product-information/daxocox-epar-product-information_en.pdf 
Dectova,EMEA/H/C/004102,human,en,,https://www.ema.europa.eu/en/documents/product-information/dectova-epar-product-information_en.pdf
Deferasirox Accord,EMEA/H/C/005156,human,en,,https://www.ema.europa.eu/en/documents/product-information/deferasirox-accord-epar-product-information_en.pdf
Deferasirox Mylan,EMEA/H/C/005014,human,en,,https://www.ema.europa.eu/en/documents/product-information/deferasirox-mylan-epar-product-information_en.pdf
Deferiprone Lipomed,EMEA/H/C/004710,human,en,,https://www.ema.europa.eu/en/documents/product-information/deferiprone-lipomed-epar-product-information_en.pdf
Defitelio,EMEA/H/C/002393,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002393/WC500153150.pdf,https://www.ema.europa.eu/en/documents/product-information/defitelio-epar-product-information_en.pdf
Delstrigo,EMEA/H/C/004746,human,en,,https://www.ema.europa.eu/documents/product-information/delstrigo-epar-product-information_en.pdf
Deltyba,EMEA/H/C/002552,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002552/WC500166232.pdf,https://www.ema.europa.eu/en/documents/product-information/deltyba-epar-product-information_en.pdf
Dengvaxia,EMEA/H/C/004171,human,en,,https://www.ema.europa.eu/documents/product-information/dengvaxia-epar-product-information_en.pdf
DepoCyte,EMEA/H/C/000317,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000317/WC500035649.pdf,https://www.ema.europa.eu/en/documents/product-information/depocyte-epar-product-information_en.pdf
Descovy,EMEA/H/C/004094,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/004094/WC500207650.pdf,https://www.ema.europa.eu/en/documents/product-information/descovy-epar-product-information_en.pdf
Desloratadine Actavis,EMEA/H/C/002435,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002435/WC500121228.pdf,https://www.ema.europa.eu/en/documents/product-information/desloratadine-actavis-epar-product-information_en.pdf
Desloratadine ratiopharm,EMEA/H/C/002404,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002404/WC500122415.pdf,https://www.ema.europa.eu/en/documents/product-information/desloratadine-ratiopharm-epar-product-information_en.pdf
Desloratadine Teva,EMEA/H/C/002419,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002419/WC500118404.pdf,https://www.ema.europa.eu/en/documents/product-information/desloratadine-teva-epar-product-information_en.pdf
Dexdomitor,EMEA/V/C/000070,veterinary,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/veterinary/000070/WC500062500.pdf,https://www.ema.europa.eu/en/documents/product-information/dexdomitor-epar-product-information_en.pdf
Dexdor,EMEA/H/C/002268,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002268/WC500115631.pdf,https://www.ema.europa.eu/en/documents/product-information/dexdor-epar-product-information_en.pdf
Dexmedetomidine Accord,EMEA/H/C/005152,human,en,,https://www.ema.europa.eu/en/documents/product-information/dexmedetomidine-accord-epar-product-information_en.pdf
Diacomit,EMEA/H/C/000664,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000664/WC500036518.pdf,https://www.ema.europa.eu/en/documents/product-information/diacomit-epar-product-information_en.pdf
Dicural,EMEA/V/C/000031,veterinary,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/veterinary/000031/WC500062810.pdf,https://www.ema.europa.eu/en/documents/product-information/dicural-epar-product-information_en.pdf
Dificlir,EMEA/H/C/002087,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002087/WC500119705.pdf,https://www.ema.europa.eu/en/documents/product-information/dificlir-epar-product-information_en.pdf
Dimethyl fumarate Mylan,EMEA/H/C/005956,human,en,,https://www.ema.europa.eu/en/documents/product-information/dimethyl-fumarate-mylan-epar-product-information_en.pdf
Dimethyl fumarate Neuraxpharm,EMEA/H/C/006039,human,en,,https://www.ema.europa.eu/en/documents/product-information/dimethyl-fumarate-neuraxpharm-epar-product-information_en.pdf
Dimethyl fumarate Polpharma,EMEA/H/C/005955,human,en,,https://www.ema.europa.eu/en/documents/product-information/dimethyl-fumarate-polpharma-epar-product-information_en.pdf
