,Unnamed: 0,URL(currentwebsite)
338,338,https://www.ema.europa.eu/en/documents/product-information/luveris-epar-product-information_en.pdf
339,339,https://www.ema.europa.eu/en/documents/product-information/inhixa-epar-product-information_en.pdf
340,340,https://www.ema.europa.eu/en/documents/product-information/praluent-epar-product-information_en.pdf
341,341,https://www.ema.europa.eu/en/documents/product-information/aspaveli-epar-product-information_en.pdf
342,342,https://www.ema.europa.eu/en/documents/product-information/ngenla-epar-product-information_en.pdf
343,343,https://www.ema.europa.eu/en/documents/product-information/fetcroja-epar-product-information_en.pdf
344,344,https://www.ema.europa.eu/en/documents/product-information/suliqua-epar-product-information_en.pdf
345,345,https://www.ema.europa.eu/en/documents/product-information/neparvis-epar-product-information_en.pdf
346,346,https://www.ema.europa.eu/en/documents/product-information/entresto-epar-product-information_en.pdf
347,347,https://www.ema.europa.eu/en/documents/product-information/prevymis-epar-product-information_en.pdf
348,348,https://www.ema.europa.eu/en/documents/product-information/insuman-epar-product-information_en.pdf
349,349,https://www.ema.europa.eu/en/documents/product-information/sitagliptin/metformin-hydrochloride-accord-epar-product-information_en.pdf
350,350,https://www.ema.europa.eu/en/documents/product-information/imfinzi-epar-product-information_en.pdf
351,351,https://www.ema.europa.eu/en/documents/product-information/exjade-epar-product-information_en.pdf
353,353,https://www.ema.europa.eu/en/documents/product-information/riximyo-epar-product-information_en.pdf
354,354,https://www.ema.europa.eu/en/documents/product-information/rixathon-epar-product-information_en.pdf
355,355,https://www.ema.europa.eu/en/documents/product-information/xermelo-epar-product-information_en.pdf
356,356,https://www.ema.europa.eu/en/documents/product-information/faslodex-epar-product-information_en.pdf
357,357,https://www.ema.europa.eu/en/documents/product-information/mabthera-epar-product-information_en.pdf
358,358,https://www.ema.europa.eu/en/documents/product-information/piqray-epar-product-information_en.pdf
359,359,https://www.ema.europa.eu/en/documents/product-information/zutectra-epar-product-information_en.pdf
360,360,https://www.ema.europa.eu/en/documents/product-information/prometax-epar-product-information_en.pdf
361,361,https://www.ema.europa.eu/en/documents/product-information/skyrizi-epar-product-information_en.pdf
362,362,https://www.ema.europa.eu/en/documents/product-information/exelon-epar-product-information_en.pdf
363,363,https://www.ema.europa.eu/en/documents/product-information/emend-epar-product-information_en.pdf
364,364,https://www.ema.europa.eu/en/documents/product-information/cerezyme-epar-product-information_en.pdf
365,365,https://www.ema.europa.eu/en/documents/product-information/spravato-epar-product-information_en.pdf
367,367,https://www.ema.europa.eu/en/documents/product-information/pregabalin-pfizer-epar-product-information_en.pdf
368,368,https://www.ema.europa.eu/en/documents/product-information/lacosamide-accord-epar-product-information_en.pdf
369,369,https://www.ema.europa.eu/en/documents/product-information/viagra-epar-product-information_en.pdf
370,370,https://www.ema.europa.eu/en/documents/product-information/hepcludex-epar-product-information_en.pdf
371,371,https://www.ema.europa.eu/en/documents/product-information/ziagen-epar-product-information_en.pdf
372,372,https://www.ema.europa.eu/en/documents/product-information/epivir-epar-product-information_en.pdf
373,373,https://www.ema.europa.eu/en/documents/product-information/combivir-epar-product-information_en.pdf
374,374,https://www.ema.europa.eu/en/documents/product-information/ivemend-epar-product-information_en.pdf
375,375,https://www.ema.europa.eu/en/documents/product-information/bydureon-epar-product-information_en.pdf
376,376,https://www.ema.europa.eu/en/documents/product-information/aripiprazole-zentiva-epar-product-information_en.pdf
378,378,https://www.ema.europa.eu/en/documents/product-information/synflorix-epar-product-information_en.pdf
379,379,https://www.ema.europa.eu/en/documents/product-information/abevmy-epar-product-information_en.pdf
380,380,https://www.ema.europa.eu/en/documents/product-information/ontilyv-epar-product-information_en.pdf
381,381,https://www.ema.europa.eu/en/documents/product-information/sunlenca-epar-product-information_en.pdf
382,382,https://www.ema.europa.eu/en/documents/product-information/daxas-epar-product-information_en.pdf
383,383,https://www.ema.europa.eu/en/documents/product-information/pemetrexed-krka-epar-product-information_en.pdf
384,384,https://www.ema.europa.eu/en/documents/product-information/byetta-epar-product-information_en.pdf
385,385,https://www.ema.europa.eu/en/documents/product-information/armisarte-epar-product-information_en.pdf
386,386,https://www.ema.europa.eu/en/documents/product-information/revatio-epar-product-information_en.pdf
387,387,https://www.ema.europa.eu/en/documents/product-information/lyrica-epar-product-information_en.pdf
389,389,https://www.ema.europa.eu/en/documents/product-information/koselugo-epar-product-information_en.pdf
391,391,https://www.ema.europa.eu/en/documents/product-information/tecentriq-epar-product-information_en.pdf
393,393,https://www.ema.europa.eu/en/documents/product-information/opatanol-epar-product-information_en.pdf
394,394,https://www.ema.europa.eu/en/documents/product-information/nordimet-epar-product-information_en.pdf
395,395,https://www.ema.europa.eu/en/documents/product-information/maviret-epar-product-information_en.pdf
396,396,https://www.ema.europa.eu/en/documents/product-information/telzir-epar-product-information_en.pdf
397,397,https://www.ema.europa.eu/en/documents/product-information/constella-epar-product-information_en.pdf
398,398,https://www.ema.europa.eu/en/documents/product-information/kivexa-epar-product-information_en.pdf
399,399,https://www.ema.europa.eu/en/documents/product-information/aptivus-epar-product-information_en.pdf
400,400,https://www.ema.europa.eu/en/documents/product-information/viramune-epar-product-information_en.pdf
401,401,https://www.ema.europa.eu/en/documents/product-information/rukobia-epar-product-information_en.pdf
402,402,https://www.ema.europa.eu/en/documents/product-information/celsentri-epar-product-information_en.pdf
403,403,https://www.ema.europa.eu/en/documents/product-information/ivabradine-zentiva-epar-product-information_en.pdf
404,404,https://www.ema.europa.eu/en/documents/product-information/sovaldi-epar-product-information_en.pdf
405,405,https://www.ema.europa.eu/en/documents/product-information/cuprior-epar-product-information_en.pdf
406,406,https://www.ema.europa.eu/en/documents/product-information/spherox-epar-product-information_en.pdf
407,407,https://www.ema.europa.eu/en/documents/product-information/nexobrid-epar-product-information_en.pdf
408,408,https://www.ema.europa.eu/en/documents/product-information/forxiga-epar-product-information_en.pdf
409,409,https://www.ema.europa.eu/documents/product-information/luxturna-epar-product-information_en.pdf
410,410,https://www.ema.europa.eu/en/documents/product-information/tacforius-epar-product-information_en.pdf
411,411,https://www.ema.europa.eu/en/documents/product-information/leqvio-epar-product-information_en.pdf
412,412,https://www.ema.europa.eu/en/documents/product-information/posaconazole-ahcl-epar-product-information_en.pdf
413,413,https://www.ema.europa.eu/en/documents/product-information/resolor-epar-product-information_en.pdf
414,414,https://www.ema.europa.eu/en/documents/product-information/yselty-epar-product-information_en.pdf
415,415,https://www.ema.europa.eu/en/documents/product-information/venclyxto-epar-product-information_en.pdf
416,416,https://www.ema.europa.eu/en/documents/product-information/pergoveris-epar-product-information_en.pdf
417,417,https://www.ema.europa.eu/en/documents/product-information/dynastat-epar-product-information_en.pdf
418,418,https://www.ema.europa.eu/en/documents/product-information/ciambra-epar-product-information_en.pdf
419,419,https://www.ema.europa.eu/en/documents/product-information/orgovyx-epar-product-information_en.pdf
420,420,https://www.ema.europa.eu/en/documents/product-information/prezista-epar-product-information_en.pdf
421,421,https://www.ema.europa.eu/en/documents/product-information/duloxetine-zentiva-epar-product-information_en.pdf
422,422,https://www.ema.europa.eu/en/documents/product-information/lokelma-epar-product-information_en.pdf
423,423,https://www.ema.europa.eu/en/documents/product-information/brineura-epar-product-information_en.pdf
424,424,https://www.ema.europa.eu/en/documents/product-information/hbvaxpro-epar-product-information_en.pdf
425,425,https://www.ema.europa.eu/en/documents/product-information/rotateq-epar-product-information_en.pdf
426,426,https://www.ema.europa.eu/en/documents/product-information/exviera-epar-product-information_en.pdf
427,427,https://www.ema.europa.eu/en/documents/product-information/viekirax-epar-product-information_en.pdf
428,428,https://www.ema.europa.eu/en/documents/product-information/sifrol-epar-product-information_en.pdf
429,429,https://www.ema.europa.eu/en/documents/product-information/mirapexin-epar-product-information_en.pdf
430,430,https://www.ema.europa.eu/en/documents/product-information/alecensa-epar-product-information_en.pdf
431,431,https://www.ema.europa.eu/en/documents/product-information/ranexa-epar-product-information_en.pdf
432,432,https://www.ema.europa.eu/en/documents/product-information/grasustek-epar-product-information_en.pdf
433,433,https://www.ema.europa.eu/en/documents/product-information/gliolan-epar-product-information_en.pdf
434,434,https://www.ema.europa.eu/en/documents/product-information/adenuric-epar-product-information_en.pdf
435,435,https://www.ema.europa.eu/en/documents/product-information/pemetrexed-medac-epar-product-information_en.pdf
436,436,https://www.ema.europa.eu/en/documents/product-information/zejula-epar-product-information_en.pdf
437,437,https://www.ema.europa.eu/en/documents/product-information/gilenya-epar-product-information_en.pdf
438,438,https://www.ema.europa.eu/en/documents/product-information/signifor-epar-product-information_en.pdf
439,439,https://www.ema.europa.eu/en/documents/product-information/thymanax-epar-product-information_en.pdf
440,440,https://www.ema.europa.eu/en/documents/product-information/esbriet-epar-product-information_en.pdf
441,441,https://www.ema.europa.eu/en/documents/product-information/valdoxan-epar-product-information_en.pdf
442,442,https://www.ema.europa.eu/en/documents/product-information/braftovi-epar-product-information_en.pdf
443,443,https://www.ema.europa.eu/en/documents/product-information/cyramza-epar-product-information_en.pdf
444,444,https://www.ema.europa.eu/en/documents/product-information/myclausen-epar-product-information_en.pdf
445,445,https://www.ema.europa.eu/en/documents/product-information/topotecan-hospira-epar-product-information_en.pdf
446,446,https://www.ema.europa.eu/en/documents/product-information/elaprase-epar-product-information_en.pdf
447,447,https://www.ema.europa.eu/en/documents/product-information/ervebo-epar-product-information_en.pdf
448,448,https://www.ema.europa.eu/en/documents/product-information/clopidogrel-viatris-epar-product-information_en.pdf
449,449,https://www.ema.europa.eu/en/documents/product-information/rezolsta-epar-product-information_en.pdf
450,450,https://www.ema.europa.eu/en/documents/product-information/cosentyx-epar-product-information_en.pdf
451,451,https://www.ema.europa.eu/en/documents/product-information/clopidogrel/acetylsalicylic-acid-mylan-epar-product-information_en.pdf
453,453,https://www.ema.europa.eu/en/documents/product-information/bonviva-epar-product-information_en.pdf
454,454,https://www.ema.europa.eu/en/documents/product-information/fluad-tetra-epar-product-information_en.pdf
455,455,https://www.ema.europa.eu/en/documents/product-information/zokinvy-epar-product-information_en.pdf
456,456,https://www.ema.europa.eu/en/documents/product-information/xofluza-epar-product-information_en.pdf
457,457,https://www.ema.europa.eu/en/documents/product-information/fluenz-tetra-epar-product-information_en.pdf
458,458,https://www.ema.europa.eu/en/documents/product-information/flucelvax-tetra-epar-product-information_en.pdf
459,459,https://www.ema.europa.eu/en/documents/product-information/okedi-epar-product-information_en.pdf
460,460,https://www.ema.europa.eu/en/documents/product-information/strimvelis-epar-product-information_en.pdf
461,461,https://www.ema.europa.eu/en/documents/product-information/renvela-epar-product-information_en.pdf
462,462,https://www.ema.europa.eu/en/documents/product-information/vosevi-epar-product-information_en.pdf
463,463,https://www.ema.europa.eu/en/documents/product-information/sogroya-epar-product-information_en.pdf
464,464,https://www.ema.europa.eu/en/documents/product-information/zubsolv-epar-product-information_en.pdf
465,465,https://www.ema.europa.eu/en/documents/product-information/entecavir-mylan-epar-product-information_en.pdf
466,466,https://www.ema.europa.eu/en/documents/product-information/entecavir-accord-epar-product-information_en.pdf
467,467,https://www.ema.europa.eu/en/documents/product-information/cresemba-epar-product-information_en.pdf
468,468,https://www.ema.europa.eu/en/documents/product-information/vaborem-epar-product-information_en.pdf
469,469,https://www.ema.europa.eu/en/documents/product-information/regkirona-epar-product-information_en.pdf
470,470,https://www.ema.europa.eu/en/documents/product-information/xydalba-epar-product-information_en.pdf
471,471,https://www.ema.europa.eu/en/documents/product-information/tigecycline-accord-epar-product-information_en.pdf
472,472,https://www.ema.europa.eu/en/documents/product-information/yuflyma-epar-product-information_en.pdf
475,475,https://www.ema.europa.eu/en/documents/product-information/hukyndra-epar-product-information_en.pdf
476,476,https://www.ema.europa.eu/en/documents/product-information/ryeqo-epar-product-information_en.pdf
478,478,https://www.ema.europa.eu/en/documents/product-information/xenpozyme-epar-product-information_en.pdf
480,480,https://www.ema.europa.eu/en/documents/product-information/grepid-epar-product-information_en.pdf
481,481,https://www.ema.europa.eu/en/documents/product-information/zirabev-epar-product-information_en.pdf
482,482,https://www.ema.europa.eu/en/documents/product-information/granpidam-epar-product-information_en.pdf
483,483,https://www.ema.europa.eu/en/documents/product-information/rybelsus-epar-product-information_en.pdf
484,484,https://www.ema.europa.eu/documents/product-information/fintepla-epar-product-information_en.pdf
485,485,https://www.ema.europa.eu/en/documents/product-information/rhokiinsa-epar-product-information_en.pdf
486,486,https://www.ema.europa.eu/en/documents/product-information/cablivi-epar-product-information_en.pdf
487,487,https://www.ema.europa.eu/en/documents/product-information/lacosamide-ucb-epar-product-information_en.pdf
488,488,https://www.ema.europa.eu/en/documents/product-information/kisqali-epar-product-information_en.pdf
489,489,https://www.ema.europa.eu/documents/product-information/ziextenzo-epar-product-information_en.pdf
490,490,https://www.ema.europa.eu/en/documents/product-information/novoseven-epar-product-information_en.pdf
491,491,https://www.ema.europa.eu/en/documents/product-information/kovaltry-epar-product-information_en.pdf
492,492,https://www.ema.europa.eu/en/documents/product-information/revestive-epar-product-information_en.pdf
493,493,https://www.ema.europa.eu/en/documents/product-information/fotivda-epar-product-information_en.pdf
494,494,https://www.ema.europa.eu/en/documents/product-information/pradaxa-epar-product-information_en.pdf
495,495,https://www.ema.europa.eu/en/documents/product-information/afstyla-epar-product-information_en.pdf
496,496,https://www.ema.europa.eu/en/documents/product-information/uplizna-epar-product-information_en.pdf
497,497,https://www.ema.europa.eu/en/documents/product-information/vyepti-epar-product-information_en.pdf
498,498,https://www.ema.europa.eu/en/documents/product-information/orkambi-epar-product-information_en.pdf
499,499,https://www.ema.europa.eu/en/documents/product-information/trelegy-ellipta-epar-product-information_en.pdf
500,500,https://www.ema.europa.eu/en/documents/product-information/mayzent-epar-product-information_en.pdf
501,501,https://www.ema.europa.eu/en/documents/product-information/elebrato-ellipta-epar-product-information_en.pdf
502,502,https://www.ema.europa.eu/en/documents/product-information/rapamune-epar-product-information_en.pdf
503,503,https://www.ema.europa.eu/en/documents/product-information/tremfya-epar-product-information_en.pdf
504,504,https://www.ema.europa.eu/en/documents/product-information/moventig-epar-product-information_en.pdf
505,505,https://www.ema.europa.eu/en/documents/product-information/proquad-epar-product-information_en.pdf
506,506,https://www.ema.europa.eu/en/documents/product-information/mekinist-epar-product-information_en.pdf
507,507,https://www.ema.europa.eu/en/documents/product-information/zinforo-epar-product-information_en.pdf
508,508,https://www.ema.europa.eu/en/documents/product-information/sugammadex-fresenius-kabi-epar-product-information_en.pdf
509,509,https://www.ema.europa.eu/en/documents/product-information/aybintio-epar-product-information_en.pdf
510,510,https://www.ema.europa.eu/en/documents/product-information/sitagliptin-accord-epar-product-information_en.pdf
511,511,https://www.ema.europa.eu/en/documents/product-information/onbevzi-epar-product-information_en.pdf
512,512,https://www.ema.europa.eu/en/documents/product-information/mylotarg-epar-product-information_en.pdf
513,513,https://www.ema.europa.eu/en/documents/product-information/xgeva-epar-product-information_en.pdf
514,514,https://www.ema.europa.eu/en/documents/product-information/kapruvia-epar-product-information_en.pdf
515,515,https://www.ema.europa.eu/en/documents/product-information/otezla-epar-product-information_en.pdf
516,516,https://www.ema.europa.eu/en/documents/product-information/dimethyl-fumarate-neuraxpharm-epar-product-information_en.pdf
517,517,https://www.ema.europa.eu/en/documents/product-information/cimzia-epar-product-information_en.pdf
518,518,https://www.ema.europa.eu/en/documents/product-information/ganfort-epar-product-information_en.pdf
519,519,https://www.ema.europa.eu/en/documents/product-information/ozurdex-epar-product-information_en.pdf
520,520,https://www.ema.europa.eu/en/documents/product-information/biktarvy-epar-product-information_en.pdf
521,521,https://www.ema.europa.eu/en/documents/product-information/lumigan-epar-product-information_en.pdf
522,522,https://www.ema.europa.eu/en/documents/product-information/kineret-epar-product-information_en.pdf
523,523,https://www.ema.europa.eu/en/documents/product-information/ganirelix-gedeon-richter-epar-product-information_en.pdf
524,524,https://www.ema.europa.eu/en/documents/product-information/stivarga-epar-product-information_en.pdf
525,525,https://www.ema.europa.eu/en/documents/product-information/roclanda-epar-product-information_en.pdf
526,526,https://www.ema.europa.eu/en/documents/product-information/zeffix-epar-product-information_en.pdf
527,527,https://www.ema.europa.eu/en/documents/product-information/azacitidine-accord-epar-product-information_en.pdf
528,528,https://www.ema.europa.eu/en/documents/product-information/oncaspar-epar-product-information_en.pdf
529,529,https://www.ema.europa.eu/en/documents/product-information/potactasol-epar-product-information_en.pdf
530,530,https://www.ema.europa.eu/en/documents/product-information/filgrastim-hexal-epar-product-information_en.pdf
531,531,https://www.ema.europa.eu/en/documents/product-information/zarzio-epar-product-information_en.pdf
532,532,https://www.ema.europa.eu/en/documents/product-information/elmiron-epar-product-information_en.pdf
533,533,https://www.ema.europa.eu/en/documents/product-information/zaltrap-epar-product-information_en.pdf
534,534,https://www.ema.europa.eu/en/documents/product-information/zonisamide-mylan-epar-product-information_en.pdf
535,535,https://www.ema.europa.eu/en/documents/product-information/synagis-epar-product-information_en.pdf
537,537,https://www.ema.europa.eu/en/documents/product-information/dexdor-epar-product-information_en.pdf
538,538,https://www.ema.europa.eu/en/documents/product-information/bevespi-aerosphere-epar-product-information_en.pdf
539,539,https://www.ema.europa.eu/documents/product-information/copiktra-epar-product-information_en.pdf
540,540,https://www.ema.europa.eu/en/documents/product-information/evoltra-epar-product-information_en.pdf
541,541,https://www.ema.europa.eu/en/documents/product-information/aripiprazole-accord-epar-product-information_en.pdf
542,542,https://www.ema.europa.eu/en/documents/product-information/veyvondi-epar-product-information_en.pdf
543,543,https://www.ema.europa.eu/en/documents/product-information/jalra-epar-product-information_en.pdf
544,544,https://www.ema.europa.eu/en/documents/product-information/ceprotin-epar-product-information_en.pdf
545,545,https://www.ema.europa.eu/en/documents/product-information/yescarta-epar-product-information_en.pdf
546,546,https://www.ema.europa.eu/documents/product-information/trodelvy-epar-product-information_en.pdf
547,547,https://www.ema.europa.eu/en/documents/product-information/darzalex-epar-product-information_en.pdf
548,548,https://www.ema.europa.eu/en/documents/product-information/azopt-epar-product-information_en.pdf
549,549,https://www.ema.europa.eu/en/documents/product-information/naglazyme-epar-product-information_en.pdf
550,550,https://www.ema.europa.eu/en/documents/product-information/dovprela-epar-product-information_en.pdf
551,551,https://www.ema.europa.eu/en/documents/product-information/clopidogrel-tad-epar-product-information_en.pdf
552,552,https://www.ema.europa.eu/en/documents/product-information/xofigo-epar-product-information_en.pdf
553,553,https://www.ema.europa.eu/en/documents/product-information/nemdatine-epar-product-information_en.pdf
554,554,https://www.ema.europa.eu/en/documents/product-information/zepatier-epar-product-information_en.pdf
555,555,https://www.ema.europa.eu/en/documents/product-information/evenity-epar-product-information_en.pdf
557,557,https://www.ema.europa.eu/en/documents/product-information/epclusa-epar-product-information_en.pdf
558,558,https://www.ema.europa.eu/en/documents/product-information/levetiracetam-teva-epar-product-information_en.pdf
559,559,https://www.ema.europa.eu/en/documents/product-information/ibandronic-acid-sandoz-epar-product-information_en.pdf
560,560,https://www.ema.europa.eu/en/documents/product-information/dificlir-epar-product-information_en.pdf
561,561,https://www.ema.europa.eu/en/documents/product-information/alymsys-epar-product-information_en.pdf
562,562,https://www.ema.europa.eu/en/documents/product-information/ucedane-epar-product-information_en.pdf
563,563,https://www.ema.europa.eu/en/documents/product-information/vectibix-epar-product-information_en.pdf
564,564,https://www.ema.europa.eu/en/documents/product-information/iressa-epar-product-information_en.pdf
565,565,https://www.ema.europa.eu/en/documents/product-information/nerlynx-epar-product-information_en.pdf
566,566,https://www.ema.europa.eu/en/documents/product-information/zavicefta-epar-product-information_en.pdf
567,567,https://www.ema.europa.eu/en/documents/product-information/elonva-epar-product-information_en.pdf
568,568,https://www.ema.europa.eu/en/documents/product-information/oyavas-epar-product-information_en.pdf
569,569,https://www.ema.europa.eu/en/documents/product-information/senshio-epar-product-information_en.pdf
570,570,https://www.ema.europa.eu/en/documents/product-information/advate-epar-product-information_en.pdf
571,571,https://www.ema.europa.eu/en/documents/product-information/mysimba-epar-product-information_en.pdf
573,573,https://www.ema.europa.eu/en/documents/product-information/vizarsin-epar-product-information_en.pdf
574,574,https://www.ema.europa.eu/en/documents/product-information/mysildecard-epar-product-information_en.pdf
575,575,https://www.ema.europa.eu/en/documents/product-information/benlysta-epar-product-information_en.pdf
576,576,https://www.ema.europa.eu/en/documents/product-information/sildenafil-teva-epar-product-information_en.pdf
578,578,https://www.ema.europa.eu/en/documents/product-information/uptravi-epar-product-information_en.pdf
579,579,https://www.ema.europa.eu/en/documents/product-information/avastin-epar-product-information_en.pdf
580,580,https://www.ema.europa.eu/en/documents/product-information/pregabalin-sandoz-epar-product-information_en.pdf
581,581,https://www.ema.europa.eu/en/documents/product-information/cuprymina-epar-product-information_en.pdf
582,582,https://www.ema.europa.eu/en/documents/product-information/levetiracetam-actavis-epar-product-information_en.pdf
583,583,https://www.ema.europa.eu/en/documents/product-information/pregabalin-sandoz-gmbh-epar-product-information_en.pdf
584,584,https://www.ema.europa.eu/en/documents/product-information/zostavax-epar-product-information_en.pdf
585,585,https://www.ema.europa.eu/en/documents/product-information/ristfor-epar-product-information_en.pdf
586,586,https://www.ema.europa.eu/en/documents/product-information/clopidogrel-taw-pharma-previously-clopidogrel-mylan-epar-product-information_en.pdf
588,588,https://www.ema.europa.eu/en/documents/product-information/levetiracetam-actavis-group-epar-product-information_en.pdf
589,589,https://www.ema.europa.eu/en/documents/product-information/ristaben-epar-product-information_en.pdf
590,590,https://www.ema.europa.eu/en/documents/product-information/samsca-epar-product-information_en.pdf
591,591,https://www.ema.europa.eu/en/documents/product-information/caprelsa-epar-product-information_en.pdf
592,592,https://www.ema.europa.eu/en/documents/product-information/januvia-epar-product-information_en.pdf
593,593,https://www.ema.europa.eu/en/documents/product-information/abiraterone-mylan-epar-product-information_en.pdf
594,594,https://www.ema.europa.eu/en/documents/product-information/rapiscan-epar-product-information_en.pdf
595,595,https://www.ema.europa.eu/en/documents/product-information/tadalafil-mylan-epar-product-information_en.pdf
596,596,https://www.ema.europa.eu/en/documents/product-information/tesavel-epar-product-information_en.pdf
597,597,https://www.ema.europa.eu/en/documents/product-information/hyqvia-epar-product-information_en.pdf
598,598,https://www.ema.europa.eu/en/documents/product-information/memantine-ratiopharm-epar-product-information_en.pdf
599,599,https://www.ema.europa.eu/en/documents/product-information/ocaliva-epar-product-information_en.pdf
600,600,https://www.ema.europa.eu/en/documents/product-information/saxenda-epar-product-information_en.pdf
601,601,https://www.ema.europa.eu/en/documents/product-information/rotarix-epar-product-information_en.pdf
602,602,https://www.ema.europa.eu/en/documents/product-information/luminity-epar-product-information_en.pdf
603,603,https://www.ema.europa.eu/en/documents/product-information/olumiant-epar-product-information_en.pdf
604,604,https://www.ema.europa.eu/en/documents/product-information/ambrisentan-mylan-epar-product-information_en.pdf
605,605,https://www.ema.europa.eu/en/documents/product-information/opsumit-epar-product-information_en.pdf
606,606,https://www.ema.europa.eu/en/documents/product-information/bemfola-epar-product-information_en.pdf
607,607,https://www.ema.europa.eu/en/documents/product-information/prasugrel-mylan-epar-product-information_en.pdf
608,608,https://www.ema.europa.eu/en/documents/product-information/sildenafil-actavis-epar-product-information_en.pdf
609,609,https://www.ema.europa.eu/en/documents/product-information/bronchitol-epar-product-information_en.pdf
610,610,https://www.ema.europa.eu/en/documents/product-information/optison-epar-product-information_en.pdf
611,611,https://www.ema.europa.eu/en/documents/product-information/rozlytrek-epar-product-information_en.pdf
612,612,https://www.ema.europa.eu/en/documents/product-information/edistride-epar-product-information_en-0.pdf
613,613,https://www.ema.europa.eu/en/documents/product-information/kiovig-epar-product-information_en.pdf
614,614,https://www.ema.europa.eu/en/documents/product-information/votubia-epar-product-information_en.pdf
615,615,https://www.ema.europa.eu/en/documents/product-information/afinitor-epar-product-information_en.pdf
616,616,https://www.ema.europa.eu/en/documents/product-information/xalkori-epar-product-information_en.pdf
618,618,https://www.ema.europa.eu/en/documents/product-information/azacitidine-mylan-epar-product-information_en.pdf
619,619,https://www.ema.europa.eu/en/documents/product-information/levetiracetam-sun-epar-product-information_en.pdf
620,620,https://www.ema.europa.eu/en/documents/product-information/accofil-epar-product-information_en.pdf
622,622,https://www.ema.europa.eu/en/documents/product-information/desloratadine-ratiopharm-epar-product-information_en.pdf
624,624,https://www.ema.europa.eu/en/documents/product-information/sildenafil-ratiopharm-epar-product-information_en.pdf
625,625,https://www.ema.europa.eu/documents/product-information/efmody-epar-product-information_en.pdf
626,626,https://www.ema.europa.eu/en/documents/product-information/imatinib-accord-epar-product-information_en.pdf
627,627,https://www.ema.europa.eu/en/documents/product-information/lysakare-epar-product-information_en.pdf
628,628,https://www.ema.europa.eu/en/documents/product-information/clopidogrel-zentiva-epar-product-information_en.pdf
629,629,https://www.ema.europa.eu/en/documents/product-information/myfenax-epar-product-information_en.pdf
630,630,https://www.ema.europa.eu/en/documents/product-information/lunsumio-epar-product-information_en.pdf
631,631,https://www.ema.europa.eu/en/documents/product-information/erivedge-epar-product-information_en.pdf
632,632,https://www.ema.europa.eu/en/documents/product-information/givlaari-epar-product-information_en.pdf
634,634,https://www.ema.europa.eu/en/documents/product-information/kanuma-epar-product-information_en.pdf
635,635,https://www.ema.europa.eu/en/documents/product-information/adcetris-epar-product-information_en.pdf
636,636,https://www.ema.europa.eu/en/documents/product-information/torisel-epar-product-information_en.pdf
639,639,https://www.ema.europa.eu/en/documents/product-information/carvykti-epar-product-information_en.pdf
640,640,https://www.ema.europa.eu/en/documents/product-information/dimethyl-fumarate-polpharma-epar-product-information_en.pdf
641,641,https://www.ema.europa.eu/en/documents/product-information/ondexxya-epar-product-information_en.pdf
642,642,https://www.ema.europa.eu/en/documents/product-information/gefitinib-mylan-epar-product-information_en.pdf
643,643,https://www.ema.europa.eu/en/documents/product-information/kisplyx-epar-product-information_en.pdf
644,644,https://www.ema.europa.eu/en/documents/product-information/evrysdi-epar-product-information_en.pdf
645,645,https://www.ema.europa.eu/en/documents/product-information/sprycel-epar-product-information_en.pdf
646,646,https://www.ema.europa.eu/en/documents/product-information/xtandi-epar-product-information_en.pdf
647,647,https://www.ema.europa.eu/en/documents/product-information/ninlaro-epar-product-information_en.pdf
648,648,https://www.ema.europa.eu/en/documents/product-information/zynrelef-epar-product-information_en.pdf
649,649,https://www.ema.europa.eu/en/documents/product-information/sondelbay-epar-product-information_en.pdf
650,650,https://www.ema.europa.eu/en/documents/product-information/enbrel-epar-product-information_en.pdf
651,651,https://www.ema.europa.eu/en/documents/product-information/fabrazyme-epar-product-information_en.pdf
652,652,https://www.ema.europa.eu/en/documents/product-information/kyprolis-epar-product-information_en.pdf
654,654,https://www.ema.europa.eu/en/documents/product-information/pemazyre-epar-product-information_en.pdf
655,655,https://www.ema.europa.eu/en/documents/product-information/levetiracetam-hospira-epar-product-information_en.pdf
656,656,https://www.ema.europa.eu/documents/product-information/truvelog-mix-30-epar-product-information_en.pdf
657,657,https://www.ema.europa.eu/en/documents/product-information/adempas-epar-product-information_en.pdf
658,658,https://www.ema.europa.eu/en/documents/product-information/vidaza-epar-product-information_en.pdf
659,659,https://www.ema.europa.eu/en/documents/product-information/cotellic-epar-product-information_en.pdf
660,660,https://www.ema.europa.eu/en/documents/product-information/minjuvi-epar-product-information_en.pdf
661,661,https://www.ema.europa.eu/en/documents/product-information/dasatinib-accord-epar-product-information_en.pdf
664,664,https://www.ema.europa.eu/en/documents/product-information/levetiracetam-ratiopharm-epar-product-information_en.pdf
665,665,https://www.ema.europa.eu/en/documents/product-information/zyllt-epar-product-information_en.pdf
667,667,https://www.ema.europa.eu/en/documents/product-information/clopidogrel-krka-epar-product-information_en.pdf
668,668,https://www.ema.europa.eu/en/documents/product-information/nuceiva-epar-product-information_en.pdf
669,669,https://www.ema.europa.eu/en/documents/product-information/palynziq-epar-product-information_en.pdf
670,670,https://www.ema.europa.eu/en/documents/product-information/gavreto-epar-product-information_en.pdf
671,671,https://www.ema.europa.eu/en/documents/product-information/imatinib-teva-epar-product-information_en.pdf
